Description;DistinguishedName;Enabled;GivenName;Name;ObjectClass;ObjectGUID;SamAccountName;Surname;UserPrincipalName
Teschner Kiara, Oberstufe extern;CN=kiara.teschner,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kiara;kiara.teschner;user;4f521af0-e19e-4b81-adea-c47cea671034;kiara.teschner;Teschner;kiara.teschner@mail.xyz
Maya Teske, Oberstufe - Matur;CN=may.tes,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Maya;may.tes;user;078f750f-fa3f-40d4-834b-c2990fae9534;may.tes;Teske;maya.teske@mail.xyz
Tetzlaff Mila, Handelsmatur;CN=mila.tetzlaff,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mila;mila.tetzlaff;user;a64c4a7f-6aba-45b4-93b3-b4b4053622d0;mila.tetzlaff;Tetzlaff;m.tetzlaff@mail.xyz
Teuber Inge, Handelsmatur;CN=inge.teuber,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Inge;inge.teuber;user;dafd6ef9-f92d-4b1f-996e-39e60a66d85f;inge.teuber;Teuber;inge.teuber@mail.xyz
Karoline Teuber, Oberstufe - Matur;CN=kar.teu,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karoline;kar.teu;user;b436e433-8f00-4e28-8427-058ba7d9516b;kar.teu;Teuber;karoline.teuber@mail.xyz
Leif Teuber, Sekundar extern;CN=leif.teuber,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leif;leif.teuber;user;87772444-4bd1-4f4a-b7a7-5e8fb04c7ee1;leif.teuber;Teuber;keineMailAddy
Teuber Leon, Handelsmatur;CN=leon.teuber,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leon;leon.teuber;user;9ca0fd45-b9e2-4e8f-8bf8-cabd4d155b24;leon.teuber;Teuber;l.teuber@mail.xyz
Max Tews, deaktiviert;CN=max.tews,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Max;max.tews;user;afdcfefc-50da-4ae0-8888-4fe0234b008e;max.tews;Tews;max.tews@mail.xyz
Thaler Jonna, Oberstufe extern;CN=jonna.thaler,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jonna;jonna.thaler;user;b577e286-5806-4530-a744-25256af2d0ab;jonna.thaler;Thaler;j.thaler@mail.xyz
Thaler Klaus, Lehrer Handel;CN=klaus.thaler,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Klaus;klaus.thaler;user;8f818384-73f8-4518-9ddb-b3d6a46dc888;klaus.thaler;Thaler;k.thaler@mail.xyz
Mandy Theis, deaktiviert;CN=mandy.theis,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mandy;mandy.theis;user;17059136-1f88-476b-887b-0e18e2bae32c;mandy.theis;Theis;mandy.theis@mail.xyz
Theis Moritz, Oberstufe extern;CN=moritz.theis,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Moritz;moritz.theis;user;2e26f4aa-eac2-4d4b-8e3e-0db327145c7f;moritz.theis;Theis;keineMailAddy
Walther Theis, Sekundar extern;CN=walther.theis,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Walther;walther.theis;user;62905b13-da02-43c7-ad30-7bf47168b486;walther.theis;Theis;w.theis@mail.xyz
Thelen Paula, Handelsmatur;CN=paula.thelen,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Paula;paula.thelen;user;e0e6e792-be91-4dde-b42e-6a150cd9b4bb;paula.thelen;Thelen;paula.thelen@mail.xyz
Thelen Romy, Oberstufe extern;CN=romy.thelen,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Romy;romy.thelen;user;b03656dc-483b-4d56-bcfc-80eefb7a3b2b;romy.thelen;Thelen;keineMailAddy
Rafael Thiel, Sekundar extern;CN=rafael.thiel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Rafael;rafael.thiel;user;4d40131c-49d9-4f6c-8b49-443a377fcd54;rafael.thiel;Thiel;r.thiel@mail.xyz
Thiele Raphael, Oberstufe extern;CN=raphael.thiele,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Raphael;raphael.thiele;user;aa7f61f2-5a0e-43ca-80a3-542194275a47;raphael.thiele;Thiele;raphael.thiele@mail.xyz
Thorben Thiele, Sekundar extern;CN=thorben.thiele,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Thorben;thorben.thiele;user;83578572-2c91-4825-9155-d3ef24373dc2;thorben.thiele;Thiele;thorben.thiele@mail.xyz
Hannelore Thieme, Oberstufe - Matur;CN=han.thi,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hannelore;han.thi;user;b8f2ca87-28ef-495d-8edf-ab5cf9862c09;han.thi;Thieme;h.thieme@mail.xyz
Svea Thies, deaktiviert;CN=svea.thies,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Svea;svea.thies;user;87304fd9-9270-4736-8217-4da371154432;svea.thies;Thies;s.thies@mail.xyz
Bettina Thoma, deaktiviert;CN=bettina.thoma,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bettina;bettina.thoma;user;f6d9ee64-5c62-445b-8ff7-483a638ebfdc;bettina.thoma;Thoma;b.thoma@mail.xyz
Thomsen Matteo, Oberstufe extern;CN=matteo.thomsen,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Matteo;matteo.thomsen;user;97c64562-c886-49ee-b164-5180ce22ef21;matteo.thomsen;Thomsen;matteo.thomsen@mail.xyz
Mathies Thornton, Oberstufe - Matur;CN=mat.tho,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mathies;mat.tho;user;545d6e90-2f3f-48b5-a69b-109c4014ce6c;mat.tho;Thornton;mathies.thornton@mail.xyz
Tillmann Melvin, Handelsmatur;CN=melvin.tillmann,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Melvin;melvin.tillmann;user;f9c63c7e-a7fd-4f6f-b500-625564663dca;melvin.tillmann;Tillmann;melvin.tillmann@mail.xyz
Tischler Luc, Oberstufe extern;CN=luc.tischler,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Luc;luc.tischler;user;1fe3fc3f-df08-4c1b-b4c4-eeb07624224c;luc.tischler;Tischler;l.tischler@mail.xyz
Tom Tischler, Oberstufe - Matur;CN=tom.tis,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Tom;tom.tis;user;0dd6d5b4-7dff-4031-85da-b06d334f4d75;tom.tis;Tischler;t.tischler@mail.xyz
Mirko Todd, Oberstufe - Matur;CN=mir.tod,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mirko;mir.tod;user;737db00b-00f9-4f8b-abb7-fd4e850edc07;mir.tod;Todd;keineMailAddy
Toelle Hannelore, Handelsmatur;CN=hannelore.toelle,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hannelore;hannelore.toelle;user;c92fac51-afa6-4e3f-8888-4927fc0f41bc;hannelore.toelle;Toelle;h.toelle@mail.xyz
Samira Toelle, deaktiviert;CN=samira.toelle,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Samira;samira.toelle;user;718e4dd2-7cf7-4233-91a5-fc62aec77dd6;samira.toelle;Toelle;s.toelle@mail.xyz
Jesse Toennies, Sekundar extern;CN=jesse.toennies,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jesse;jesse.toennies;user;4523329f-9045-44ca-b73f-da13211d5cb8;jesse.toennies;Toennies;keineMailAddy
Toennies Leonardo, Oberstufe extern;CN=leonardo.toennies,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Leonardo;leonardo.toennies;user;5846bc94-abfd-4456-9dcd-707981519929;leonardo.toennies;Toennies;l.toennies@mail.xyz
Mattis Toennies, deaktiviert;CN=mattis.toennies,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mattis;mattis.toennies;user;9b6b00bf-a357-4c56-87a3-860f64d4d5b4;mattis.toennies;Toennies;m.toennies@mail.xyz
Yannik Toepfer, Oberstufe - Matur;CN=yan.toe,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Yannik;yan.toe;user;6f3556c9-66ac-4891-bb9b-46a37a3439a7;yan.toe;Toepfer;y.toepfer@mail.xyz
Adrian Townsend, deaktiviert;CN=adrian.townsend,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Adrian;adrian.townsend;user;1cd0aff6-b752-4b17-b32d-e4684a55d0a5;adrian.townsend;Townsend;a.townsend@mail.xyz
Enno Trapp, Sekundar extern;CN=enno.trapp,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Enno;enno.trapp;user;dfea6a1f-b5cf-4557-877f-a3632d9bc839;enno.trapp;Trapp;keineMailAddy
Kristina Trapp, Oberstufe - Matur;CN=kri.tra,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kristina;kri.tra;user;51d8b97f-d7e9-4a65-9e89-44127f91e8f7;kri.tra;Trapp;k.trapp@mail.xyz
Cornelia Traut, deaktiviert;CN=cornelia.traut,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Cornelia;cornelia.traut;user;4fd60830-4edd-43cc-91a8-b5bddddd7fd9;cornelia.traut;Traut;c.traut@mail.xyz
Eric Traut, deaktiviert;CN=eric.traut,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Eric;eric.traut;user;60f13fc5-9493-41bd-b18d-8cf22d0c8d70;eric.traut;Traut;e.traut@mail.xyz
Margarete Trautmann, Oberstufe - Matur;CN=mar.tra,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Margarete;mar.tra;user;1019a568-4dd1-492c-a354-aab11a279011;mar.tra;Trautmann;keineMailAddy
Finnja Triebel, deaktiviert;CN=finnja.triebel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Finnja;finnja.triebel;user;893c57e5-5edd-4a43-a75e-8e7d7c1ec2b3;finnja.triebel;Triebel;finnja.triebel@mail.xyz
Franziska Troeger, deaktiviert;CN=franziska.troeger,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Franziska;franziska.troeger;user;11ddc190-65b8-4d72-b9f8-63f4e5c9cced;franziska.troeger;Troeger;keineMailAddy
Lili Troeger, deaktiviert;CN=lili.troeger,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Lili;lili.troeger;user;b8d69af1-83cc-48a2-93c0-48e0f01037a7;lili.troeger;Troeger;keineMailAddy
Alissa Trost, deaktiviert;CN=alissa.trost,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alissa;alissa.trost;user;f9288201-3595-41f2-bb32-7901b4fcc33c;alissa.trost;Trost;keineMailAddy
Mathias Trost, deaktiviert;CN=mathias.trost,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mathias;mathias.trost;user;cce288c4-d4f5-4767-b948-8b65d4e2e6ea;mathias.trost;Trost;keineMailAddy
Pauline Trost, Oberstufe - Matur;CN=pau.tro,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Pauline;pau.tro;user;24a652e9-3257-473e-b1df-13b93a43e4f5;pau.tro;Trost;p.trost@mail.xyz
Tucker Mathias, Oberstufe extern;CN=mathias.tucker,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mathias;mathias.tucker;user;47370df2-14ff-42eb-b0ee-6d16610dc032;mathias.tucker;Tucker;m.tucker@mail.xyz
Turner Joerg, Handelsmatur;CN=joerg.turner,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Joerg;joerg.turner;user;1533a1f9-7dcb-40b9-9056-f9cc975fc3e9;joerg.turner;Turner;j.turner@mail.xyz
Julie Tyler, Sekundar extern;CN=julie.tyler,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Julie;julie.tyler;user;04895a5e-bce2-4f3c-8a2e-bda2d9fdeeb5;julie.tyler;Tyler;julie.tyler@mail.xyz
Volker Tyler, Sekundar extern;CN=volker.tyler,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Volker;volker.tyler;user;201a8467-06c3-4ba0-b8fd-51f1fa20d4b8;volker.tyler;Tyler;volker.tyler@mail.xyz
Kiara Ufer, deaktiviert;CN=kiara.ufer,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kiara;kiara.ufer;user;3f21a713-7fac-43b4-b58c-7d1da07643e8;kiara.ufer;Ufer;kiara.ufer@mail.xyz
Ufer Malin, Oberstufe extern;CN=malin.ufer,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Malin;malin.ufer;user;0d13ca39-e7a7-4f4e-9fb8-ec5a670c7875;malin.ufer;Ufer;m.ufer@mail.xyz
Tristan Ufer, Oberstufe - Matur;CN=tri.ufe,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Tristan;tri.ufe;user;295e540d-0674-4418-bf6a-ac798dd37ff2;tri.ufe;Ufer;t.ufer@mail.xyz
Alisa Uhl, Sekundar extern;CN=alisa.uhl,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alisa;alisa.uhl;user;ae4b24f1-5183-4d6f-8d73-9b11163cb9ab;alisa.uhl;Uhl;alisa.uhl@mail.xyz
Karsten Uhl, Oberstufe - Matur;CN=kar.uhl,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karsten;kar.uhl;user;b6fcbac6-fcc0-4c0d-8062-a2694c3ea5dd;kar.uhl;Uhl;karsten.uhl@mail.xyz
Uhl Kristine, Oberstufe extern;CN=kristine.uhl,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kristine;kristine.uhl;user;b9cd10cb-4c35-4140-8e3d-c057d53b3cd2;kristine.uhl;Uhl;k.uhl@mail.xyz
Uhlemann Jennifer, Lehrer Handel;CN=jennifer.uhlemann,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jennifer;jennifer.uhlemann;user;1c969c03-eb76-4841-b205-874bda90d6fc;jennifer.uhlemann;Uhlemann;j.uhlemann@mail.xyz
Uhlemann Jule, Handelsmatur;CN=jule.uhlemann,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jule;jule.uhlemann;user;1df97a64-d5b2-4f10-9836-93c671861e42;jule.uhlemann;Uhlemann;j.uhlemann@mail.xyz
Oscar Uhrig, Sekundar extern;CN=oscar.uhrig,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Oscar;oscar.uhrig;user;14cf7d79-dd47-41ae-a079-80a7738c6445;oscar.uhrig;Uhrig;o.uhrig@mail.xyz
Vincent Ulbrich, Sekundar extern;CN=vincent.ulbrich,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Vincent;vincent.ulbrich;user;95484dfb-cf6f-4c77-8559-d5f8c9c3b97f;vincent.ulbrich;Ulbrich;v.ulbrich@mail.xyz
Ulbrich Werner, Oberstufe extern;CN=werner.ulbrich,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Werner;werner.ulbrich;user;acb94bad-d47e-4e4b-a5fe-32762c618ed4;werner.ulbrich;Ulbrich;w.ulbrich@mail.xyz
Ullmann Anthony, Oberstufe extern;CN=anthony.ullmann,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Anthony;anthony.ullmann;user;4d3e9eaf-cec7-4bda-a739-ac15a97c2ae5;anthony.ullmann;Ullmann;keineMailAddy
Ullmann Keno, Handelsmatur;CN=keno.ullmann,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Keno;keno.ullmann;user;414237c4-2167-49ac-889d-4cf372c597ad;keno.ullmann;Ullmann;keineMailAddy
Antje Ulrich, Sekundar extern;CN=antje.ulrich,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Antje;antje.ulrich;user;2a81c67b-a40e-4e35-8ac4-30a9493261e2;antje.ulrich;Ulrich;a.ulrich@mail.xyz
Underwood Katharina, Oberstufe extern;CN=katharina.underwood,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Katharina;katharina.underwood;user;ceed47c3-6718-4250-ba3b-8af57a7c08a9;katharina.underwood;Underwood;keineMailAddy
Henry Unger, deaktiviert;CN=henry.unger,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Henry;henry.unger;user;baa635a7-9fed-4821-8311-c687583b0df0;henry.unger;Unger;henry.unger@mail.xyz
Johann Urban, Oberstufe - Matur;CN=joh.urb,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Johann;joh.urb;user;9a332542-3552-4e58-8f5c-b43b87e376dc;joh.urb;Urban;keineMailAddy
Hermann Valdez, Oberstufe - Matur;CN=her.val,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Hermann;her.val;user;42f3ff9c-03b5-4766-8b26-a5d4ff97410c;her.val;Valdez;keineMailAddy
Valdez Johanna, Oberstufe extern;CN=johanna.valdez,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Johanna;johanna.valdez;user;6efd5cc7-70b5-455d-b1b7-887c03d82f1a;johanna.valdez;Valdez;keineMailAddy
Michel Valdez, Oberstufe - Matur;CN=mic.val,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Michel;mic.val;user;90e6f83a-c311-4438-bfd8-94e80070b8c2;mic.val;Valdez;m.valdez@mail.xyz
Louisa Vargas, Oberstufe - Matur;CN=lou.var,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Louisa;lou.var;user;1eb1e21b-5ff5-4ecd-85bd-007d9956790c;lou.var;Vargas;louisa.vargas@mail.xyz
Juli Vatter, deaktiviert;CN=juli.vatter,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Juli;juli.vatter;user;4a44c3c8-0b85-41e1-bbee-dd39efe48729;juli.vatter;Vatter;j.vatter@mail.xyz
Vaughn Claudia, Oberstufe extern;CN=claudia.vaughn,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Claudia;claudia.vaughn;user;d454961a-dd8f-4b89-9fc6-d6232d16c144;claudia.vaughn;Vaughn;c.vaughn@mail.xyz
Vaupel Gabriele, Oberstufe extern;CN=gabriele.vaupel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Gabriele;gabriele.vaupel;user;9b4be65f-f6fb-4cfa-ac6b-fc761c9cd33d;gabriele.vaupel;Vaupel;gabriele.vaupel@mail.xyz
Vaupel Linn, Oberstufe extern;CN=linn.vaupel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Linn;linn.vaupel;user;19c7286b-cbb9-4a69-9742-f35e54742fe6;linn.vaupel;Vaupel;l.vaupel@mail.xyz
Vaupel Ulrich, Oberstufe extern;CN=ulrich.vaupel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Ulrich;ulrich.vaupel;user;6a75ed2c-fcff-4188-b2d7-7212f7324d98;ulrich.vaupel;Vaupel;ulrich.vaupel@mail.xyz
Clemens Vedes, Oberstufe - Matur;CN=cle.ved,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Clemens;cle.ved;user;b1b8a368-0e34-4681-bfc7-2c564cd9e6ee;cle.ved;Vedes;c.vedes@mail.xyz
Vega Samuel, Lehrer Handel;CN=samuel.vega,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Samuel;samuel.vega;user;affc955c-bdc5-4057-8a2e-375dedfd7032;samuel.vega;Vega;samuel.vega@mail.xyz
Meike Veit, Sekundar extern;CN=meike.veit,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Meike;meike.veit;user;bf00ef9f-a3f3-4af8-abc8-fa4fbcebb370;meike.veit;Veit;keineMailAddy
Versatel Aaron, Oberstufe extern;CN=aaron.versatel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Aaron;aaron.versatel;user;43c63d01-8d67-4918-b1f3-478e82868ab1;aaron.versatel;Versatel;aaron.versatel@mail.xyz
Versatel Amelie, Handelsmatur;CN=amelie.versatel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Amelie;amelie.versatel;user;10c2a797-d8b7-4020-8512-3850c7f358ea;amelie.versatel;Versatel;a.versatel@mail.xyz
Versatel Niels, Oberstufe extern;CN=niels.versatel,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Niels;niels.versatel;user;170c5176-7d9f-4526-9687-9ae6617d645f;niels.versatel;Versatel;niels.versatel@mail.xyz
Liam Vetter, Sekundar extern;CN=liam.vetter,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Liam;liam.vetter;user;bd39e31c-d500-4a0d-bbee-0d9ba1ae71c3;liam.vetter;Vetter;l.vetter@mail.xyz
Vetter Matthis, Oberstufe extern;CN=matthis.vetter,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Matthis;matthis.vetter;user;c85f177f-70de-4c93-a542-f0ae5310138e;matthis.vetter;Vetter;matthis.vetter@mail.xyz
Vetter Sarah, Oberstufe extern;CN=sarah.vetter,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Sarah;sarah.vetter;user;f4227c9e-f0ae-4787-8172-a81082eca8f8;sarah.vetter;Vetter;keineMailAddy
Reinhardt Viessmann, deaktiviert;CN=reinhardt.viessmann,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Reinhardt;reinhardt.viessmann;user;282eaa9c-c61e-4d81-acd4-195a6c625b16;reinhardt.viessmann;Viessmann;r.viessmann@mail.xyz
Vogl Bernd, Lehrer Handel;CN=bernd.vogl,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Bernd;bernd.vogl;user;eb52acc7-8630-42a5-aa6e-1aa79c1efb07;bernd.vogl;Vogl;b.vogl@mail.xyz
Frederic Vogt, Sekundar extern;CN=frederic.vogt,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Frederic;frederic.vogt;user;37eb9eae-ecdd-4a5f-9f5c-9de42b202b96;frederic.vogt;Vogt;f.vogt@mail.xyz
Voigt Karin, Oberstufe extern;CN=karin.voigt,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Karin;karin.voigt;user;a8e9602f-c554-4d8c-b325-d9a0cf931ab4;karin.voigt;Voigt;k.voigt@mail.xyz
Kevin Voigt, Oberstufe - Matur;CN=kev.voi,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kevin;kev.voi;user;d6244001-e8ed-49ba-8936-577109907c9e;kev.voi;Voigt;kevin.voigt@mail.xyz
Marianne Voigt, Oberstufe - Matur;CN=mar.voi,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Marianne;mar.voi;user;ea404cec-43ca-4b46-9d3e-ac422f45fc04;mar.voi;Voigt;keineMailAddy
Kristian Vollmer, Sekundar extern;CN=kristian.vollmer,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Kristian;kristian.vollmer;user;bb41e416-ec08-4d7b-aaeb-741c4ee3a654;kristian.vollmer;Vollmer;keineMailAddy
Volz Eric, Lehrer Handel;CN=eric.volz,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Eric;eric.volz;user;fc47f1a7-1b6d-49d1-b399-850cb7164947;eric.volz;Volz;eric.volz@mail.xyz
Voss Carsten, Lehrer Handel;CN=carsten.voss,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carsten;carsten.voss;user;65b6b34e-4288-4d3b-99bd-72990808862f;carsten.voss;Voss;carsten.voss@mail.xyz
Otto Voss, Oberstufe - Matur;CN=ott.vos,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Otto;ott.vos;user;da420573-04ab-48a6-9ba4-04666f38c1de;ott.vos;Voss;otto.voss@mail.xyz
Jona Wachsmuth, deaktiviert;CN=jona.wachsmuth,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Jona;jona.wachsmuth;user;b00e46d3-5ea7-4314-83b3-33a3c79c1f5d;jona.wachsmuth;Wachsmuth;keineMailAddy
Wachsmuth Konstantin, Oberstufe extern;CN=konstantin.wachsmuth,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Konstantin;konstantin.wachsmuth;user;ec7858a7-6b51-4d2c-9f1f-53ec06a79a52;konstantin.wachsmuth;Wachsmuth;k.wachsmuth@mail.xyz
Wachter Alex, Handelsmatur;CN=alex.wachter,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Alex;alex.wachter;user;19931741-f338-46dc-a7cb-c65dad165a2c;alex.wachter;Wachter;a.wachter@mail.xyz
Waechter Katharina, Handelsmatur;CN=katharina.waechter,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Katharina;katharina.waechter;user;56eeee8d-a6a8-4bb9-aa83-1609ba5d3893;katharina.waechter;Waechter;k.waechter@mail.xyz
Angela Wacker, Oberstufe - Matur;CN=ang.wac,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Angela;ang.wac;user;284d611a-bd88-43a7-be69-3abb50a2da3c;ang.wac;Wacker;a.wacker@mail.xyz
Wade Nikolas, Oberstufe extern;CN=nikolas.wade,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Nikolas;nikolas.wade;user;69790a2a-1248-4b8c-93ae-32f5704a8345;nikolas.wade;Wade;n.wade@mail.xyz
Mareike Wagenknecht, Oberstufe - Matur;CN=mar.wag,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Mareike;mar.wag;user;f99b7106-380f-4035-9048-b796fee2b9f3;mar.wag;Wagenknecht;mareike.wagenknecht@mail.xyz
Enno Wagner, Oberstufe - Matur;CN=enn.wag,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Enno;enn.wag;user;674bccbe-1e01-4f9f-9084-95fb9a77be42;enn.wag;Wagner;e.wagner@mail.xyz
Roman Wagner, deaktiviert;CN=roman.wagner,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Roman;roman.wagner;user;1ca576ba-7f07-4811-9ef5-1528e2305363;roman.wagner;Wagner;r.wagner@mail.xyz
Wahl Carolin, Handelsmatur;CN=carolin.wahl,OU=ab-2012,OU=Schule und Benutzer,DC=gertzenstein,DC=local;True;Carolin;carolin.wahl;user;16d81cec-5975-4bc3-9182-fa0d735078b1;carolin.wahl;Wahl;carolin.wahl@mail.xyz
